PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Tmco1	1.05	1.03	1.04	0.02	1.14	1.07	0.93	1.15
Ecsit	1.18	1.01	1.13	0.08	0.91	0.86	1.23	1.06
Nde1	0.94	1.01	0.99	-0.1	0.9	0.95	0.9	1
Rpl36	0.96	1.03	1	-0.06	1.03	0.98	1	0.97
Hmga1	0.84	1.01	0.77	-0.56	1	1.03	0.67	0.83
Acad9	1.14	1.03	1.23	0.13	0.94	1.02	1.1	1.1
Inppl1	1.12	1.01	1.06	0.12	0.98	1.04	0.99	1.13
Flot1	1	1.03	0.99	0.02	0.99	0.98	1.12	1.03
Hnrnpl	0.94	1.01	0.85	-0.27	1.03	1	0.8	0.99
Atrx	0.99	1.01	0.91	-0.13	1.04	0.98	0.83	0.94
Afg3l1	1.13	1.03	1.15	0.02	0.9	0.92	0.99	1.14
Ddx47	0.87	1.01	0.92	-0.11	1.06	1	0.89	1.02
Myef2	0.9	1.03	0.91	-0.2	0.92	0.92	0.85	0.95
Prkra	0.95	1.01	1	-0.04	0.98	0.98	0.87	1.08
Strn3	0.99	1.01	1.06	-0.14	1.11	1.06	1	0.99
Bri3bp	1.06	1.01	1.13	0.07	1.02	0.95	1.05	1.06
Vps33a	1.13	1.01	1.04	0.13	1.02	1.01	1.13	1.01
Sp100	1.03	1.01	0.85	-0.06	0.86	0.94	0.92	0.95
Gnl3	0.78	1.01	1.01	-0.24	1.22	1.13	0.91	0.99
Elmsan1	0.96	1.01	0.91	-0.12	0.86	1.16	0.93	0.98
Mcat	1.07	1.03	1.05	0.11	0.95	1.12	1.08	1.18
Mtdh	0.98	1.01	0.98	-0.11	0.96	0.95	1.02	1.03
Mfsd10	0.89	1.01	0.77	0.01	0.89	1.03	0.92	0.99
Ddx18	0.91	1.03	0.93	-0.23	0.96	1.21	0.96	0.94
Mylk3	1.06	1.01	0.99	0.02	0.89	0.91	0.88	1.15
Hspa9	1.19	1.01	1.17	0.1	0.94	0.99	1.19	1.04
Lrrfip2	1.03	1.01	0.94	-0.11	1.05	1.02	0.93	1.03
Eci2	0.93	1.01	1.07	-0.01	0.88	0.69	0.86	1.13
Ctnnd1.1	1.06	1.03	0.92	-0.12	0.99	0.95	0.91	1.05
Higd1a	0.95	1.01	1.17	0.06	0.88	0.97	0.94	1.01
Mcts1	1.11	1.03	0.95	0.15	1.06	0.91	0.82	1.02
Nckap1	1.02	1.03	1	0.02	1.01	1.01	0.97	1.04
Map4.1	0.93	1.03	0.94	-0.12	0.98	0.96	0.97	0.99
Ankrd17	1.08	1.01	0.9	-0.08	0.99	1.08	0.83	1.04
Fastkd2	1.05	1.01	1.24	0.07	0.91	1	0.77	1.06
Timm9	1.23	1.02	1.26	0.18	1	0.91	2.56	0.98
Tln1	1.02	1.01	0.99	0.08	0.95	0.96	1.1	1.04
Rps15a	0.97	1.01	1.02	-0.12	1	0.93	1.04	0.98
Sin3a	1.04	1.02	0.88	0.11	0.91	1.03	0.9	0.96
Esam	1.11	1.01	1	0.31	1	0.77	1.27	0.92
Prpf38b	0.82	1.02	0.99	-0.07	1.17	1.05	0.87	0.96
Ylpm1	0.92	1.02	0.81	-0.01	1.09	1.42	1.05	1.02
Emilin2	0.98	1.01	1.08	-0.36	1.08	0.89	0.87	0.89
Kansl3	1.01	1.02	0.93	-0.14	0.97	1.04	0.81	0.99
Utp15	0.89	1.02	0.77	-0.13	0.97	0.99	0.87	0.9
Zbtb20	0.94	1.01	1.22	-0.19	1.01	1.08	0.87	0.89
Crip2	1.08	1.02	1.08	0.3	1.26	0.9	0.87	0.94
Raly	0.94	1.02	0.87	-0.27	1.01	0.98	0.82	1
Zc2hc1a	0.94	1.01	0.96	-0.04	0.89	1.12	0.75	1.01
Cdh5	1	1.02	0.92	-0.03	1.02	0.92	0.98	1.01
Mut	1.15	1.02	1.07	0.04	1.16	0.82	0.94	1.01
Enah	0.92	1.01	1.04	-0.14	1.04	1.01	1.36	0.9
Rnf40	0.95	1.02	1.06	-0.06	1.02	1.12	0.9	1.01
Numa1	0.93	1.01	0.88	-0.21	1	1.06	0.84	0.93
Nup214	0.92	1.02	0.99	-0.21	1.01	1.1	0.86	0.93
Cct5	1	1.01	0.9	-0.17	0.92	0.92	1.1	0.94
Rac1	0.92	1.02	0.91	0.05	0.86	0.82	0.96	1.05
Txn	1.18	1.01	1.03	0.16	0.92	1.11	1.08	0.94
Safb	0.92	1.02	0.84	-0.18	0.98	1.03	0.83	0.97
Alyref	0.94	1.02	0.86	-0.25	0.99	1.05	0.85	0.93
Gatad2a	0.95	1.02	0.94	-0.14	1	1.12	0.9	0.95
Myh9	1.15	1.02	0.87	0.34	0.77	0.92	0.9	0.93
Tmem214	1.14	1.01	1.08	-0.08	1.07	0.96	0.99	0.95
Bcap31	1.02	1.01	0.94	-0.13	0.97	0.95	0.97	1.07
Map3k20	1.14	1.01	1.12	-0.34	0.87	1.16	0.91	1.04
Smu1	0.95	1.02	0.91	-0.21	1.01	1.07	0.87	0.99
Tomm5	1	1.01	1.6	0.11	1.28	1.04	1.33	0.92
Tacc2	0.94	1.02	1	-0.15	1.06	0.97	1.14	0.95
Rab5b	1.23	1.01	1.24	0.17	1.08	0.91	1.7	0.85
Fkbp3	0.98	1.01	0.96	-0.06	1.05	0.99	0.89	1
Actb	1.09	1.01	1.03	0.1	0.87	0.99	1	1.02
Ccar2	0.92	1.01	1.24	-0.13	1.01	1.05	0.86	0.89
Srsf7	0.97	1.01	0.93	-0.16	1	1	0.94	0.89
Mrpl18	1.09	1.01	1.12	0.05	0.94	1.12	1.27	1.14
Btf3	0.86	1.02	0.98	-0.19	1.11	1.02	0.92	0.96
Il16	0.94	1.02	1.1	-0.02	0.82	0.93	0.74	1.05
Ap2s1	0.98	1.02	1.04	-0.12	1	0.96	1.08	0.99
Casz1	0.84	1.02	0.86	-0.19	1.05	1.15	0.77	0.92
Paqr9	0.94	1.01	0.92	0.03	1.08	0.93	0.91	1.17
Rp2	0.89	1.02	1.03	-0.08	0.89	0.78	0.95	0.9
Lmod1	1.01	1.02	1.06	-0.03	0.98	0.87	0.96	1.11
Hnrnpd	0.86	1.02	0.78	-0.39	1.04	0.95	0.73	1.01
Sumo1	0.94	1.01	0.86	-0.13	1.08	1.09	0.81	0.92
Cct7	1.06	1.02	0.98	-0.08	0.9	0.94	1.07	0.93
Prpf19	0.96	1.01	0.89	-0.18	0.99	1.08	0.91	1.02
Ablim3	1.06	1.02	0.92	-0.04	1.01	0.96	0.88	1.03
Elmo1	0.98	1.02	0.98	-0.04	0.75	1.09	0.69	0.94
Ktn1.1	1.02	1.01	1.01	-0.05	1.03	0.99	0.92	0.96
Bclaf1	0.99	1.01	0.97	-0.24	0.99	1.08	1.1	1.05
Rpn2	1.02	1.02	1.03	0.08	1.06	0.97	1.03	0.99
Rap1a	1.04	1.01	1.15	0.16	0.94	0.84	1.57	0.97
Mta1	0.96	1.02	0.86	-0.08	1	1.14	0.91	1.01
Pakap	1.03	1.02	0.96	-0.05	1	1.01	0.99	1
Hnrnpll	0.93	1.01	0.81	-0.26	1.02	1.01	0.84	0.98
Ttc7b	0.98	1.02	1.06	-0.1	0.93	0.93	0.98	1.04
Nup153	0.89	1.02	0.92	-0.25	1.06	1.12	0.81	0.97
Itpr1	1.03	1.02	1.06	-0.04	0.97	0.96	0.97	0.92
Prpsap2	0.92	1.02	0.96	0.08	0.96	0.76	1.11	0.8
Smarca4	0.96	1.02	0.9	-0.1	1	1.08	0.88	0.95
Ilk	1.01	1.02	0.92	-0.08	0.93	1.05	0.89	1.05
Cct2	1.01	1.02	0.95	-0.14	0.91	0.93	1.09	0.95
Farsa	0.96	1.02	1.01	-0.06	1.04	0.95	1.03	0.96
Mecp2	0.87	1.02	0.88	-0.37	0.98	1.04	0.75	0.91
Nop56	0.92	1.02	0.89	-0.17	0.99	1.11	0.9	0.96
Nup133	0.91	1.02	0.99	-0.09	0.98	1.08	1	0.97
Ogdh	1.14	1.02	1.21	0.37	0.97	0.89	1.42	0.96
Dpt	0.98	1.02	1.04	-0.05	0.9	0.86	0.92	1.08
Elavl1	0.95	1.02	0.9	-0.15	1.04	0.98	0.84	1
Ccdc124	0.93	1.02	0.92	-0.13	1.1	1.04	0.86	1.02
Mlec	0.99	1.02	1.13	0.19	1.06	1	1.15	0.97
Nfib	0.94	1.02	0.86	-0.27	1.04	1.08	0.86	0.93
Rpl38	0.98	1.02	0.98	-0.08	0.99	0.98	0.95	1
Hist1h1d	0.9	1.02	0.81	-0.4	1.02	1.02	0.84	0.93
Dgat1	1.06	1.02	0.97	0.11	1.01	1.09	1	1.03
Emc8	0.99	1.02	1	-0.04	1.01	1.04	0.92	0.94
Hnrnph3	0.91	1.02	0.95	-0.22	1.01	0.98	0.82	1.03
Triobp	0.96	1.02	0.95	-0.03	0.99	0.97	0.85	1.02
Wbp11	1	1.02	0.9	-0.13	1.03	1.06	0.95	0.98
Snrpf	0.9	1.02	0.83	-0.17	0.91	1.04	0.87	0.8
Smtn.1	0.94	1.02	1.12	-0.14	1	1.13	1.04	1.02
Itm2b	1.04	1.02	0.92	-0.07	0.99	1.1	1.18	1.11
Sec63	1.03	1.02	1.07	0.12	0.94	0.98	1.08	1.04
Sh3bgrl2	0.8	1.02	0.95	0.38	1.15	0.93	1.14	1.02
Mrps11	0.95	1.02	0.91	0.14	0.93	1.13	1.04	0.9
Smarcd2	1.14	1.02	0.97	0.03	1.22	1.07	0.98	1.05
Hist1h2af	0.91	1.02	0.77	-0.39	0.95	1	0.78	0.92
Rps13	0.95	1.02	1.07	-0.15	0.99	0.95	0.99	0.97
Fbl	0.92	1.02	0.86	-0.23	0.99	1.12	0.89	0.93
Plin4	0.96	1.02	0.91	-0.01	1.26	1.01	0.73	0.9
Eif4a3	0.93	1.02	0.93	-0.19	1	1.02	0.91	0.95
Dlst	1.17	1.02	1.23	0.42	0.99	0.91	1.78	0.9
Xrn1	1.34	1.02	1.15	-0.2	1.07	1.14	0.75	0.97
Scfd1	1.1	1.02	1.1	-0.01	0.96	0.98	1.09	1.05
Nup93	0.95	1.02	0.92	-0.14	1.02	1.12	0.87	0.94
Golga4	0.97	1.02	1.04	-0.08	1.13	1.04	1.03	0.97
Mvp	1.06	1.02	1.08	0.15	0.95	0.88	1.04	1.12
Rpl19	0.97	1.02	0.96	-0.11	1.01	1	0.93	0.97
RTRAF	0.95	1.02	0.96	-0.09	0.99	0.98	1.04	0.97
Dnajb2	0.97	1.02	1.41	-0.19	0.95	1.02	1.33	0.97
Mrpl21	1.16	1.02	1.06	0.15	1.15	1.09	1.15	0.97
Ltbp4	1.09	1.02	1.07	0.11	0.95	0.86	1.03	1.22
Col2a1	0.99	1.02	1.27	-0.15	0.13	0.95	0.6	0.96
Ddx17	0.92	1.02	0.91	-0.18	1.02	0.98	0.89	0.98
Ilf2	0.88	1.02	0.87	-0.18	1.03	0.99	0.85	0.96
Exosc10	0.93	1.02	1	-0.1	1.01	1.12	0.87	0.97
Rbm15	0.95	1.02	0.92	-0.22	0.98	1.06	0.81	0.91
Lman1	1.2	1.02	1.31	0.12	1.03	0.97	1.5	0.86
Tpp2	1.02	1.02	1.07	0	0.89	0.93	1.01	0.98
Syne1	0.92	1.02	0.92	-0.19	1.03	1.07	0.8	0.97
H2afy2	0.84	1.02	0.86	-0.29	0.98	1.06	0.8	0.93
Dars	1.01	1.02	0.96	0.05	1.12	1	1.01	0.93
Trim28	0.93	1.02	0.87	-0.16	1.02	1.14	0.94	0.89
Msn	1.09	1.02	0.94	0.1	0.95	0.91	0.99	1.03
Tomm34	0.92	1.02	1.02	0.09	0.97	1	0.95	0.94
Nup62	0.96	1.02	0.91	-0.11	1.01	1.01	0.97	0.96
Ddost	0.97	1.02	1.05	0.03	1	1.01	1.02	0.97
Eif4a2	0.92	1.02	1.11	-0.12	0.98	0.93	1.13	0.94
Nup107	0.89	1.02	0.94	-0.27	1.02	1.12	0.85	0.97
Tnnc1	1.12	1.02	0.99	0.1	1.02	1.24	0.97	0.93
Mrpl24	1.12	1.02	1.06	0.18	0.86	1.03	1.02	1.09
Lrrc10	0.95	1.02	1	0	1.01	0.97	1.13	1.03
Rps23	0.94	1.02	1.01	-0.2	0.98	0.93	0.87	0.99
Ssb	1.11	1.02	0.79	-0.28	0.94	1.04	0.69	0.99
Hnrnpul2	0.92	1.02	0.87	-0.21	1.04	1.02	0.81	1.03
Rpl23a	0.97	1.02	0.96	-0.08	1.01	0.98	1.01	0.96
Wdr33	0.95	1.02	0.82	-0.08	0.97	0.95	0.84	0.99
Csnk2a1	0.95	1.02	1.03	-0.06	1	0.95	1.04	1.04
Uqcc1	1.08	1.02	1.03	0	1.01	1.24	0.92	1.05
Pam16	1.16	1.02	1.11	-0.01	1	1.08	0.96	1.14
X0610012G03Rik	1.01	1.02	1.22	-0.33	0.98	1.1	1.19	1.2
Lrrfip2.1	0.99	1.02	0.99	-0.04	1.01	1.01	0.95	1.03
Eef1g	1.03	1.02	0.97	0.02	1.03	1.05	1.03	1
Mark3	1.24	1.02	0.94	0.22	0.96	0.82	0.72	1.15
Stk10	1.15	1.02	0.87	0.02	0.89	1	0.96	1.09
Arhgef10l	0.97	1.02	1.05	-0.15	1.24	1.01	0.97	0.99
Lig3	1.01	1.02	0.85	-0.14	1.06	1.07	0.89	0.89
Tpm1.1	0.95	1.02	1.18	0.05	0.89	0.98	1.01	1.05
Rpl30	0.98	1.02	0.99	-0.07	1.04	0.98	0.98	0.97
